104.213,99.7034
165.409,99.7517
226.115,99.7555
286.531,99.8938
347.256,100.235
407.143,100.482
466.972,100.98
526.897,101.343
103.031,158.655
164.27,158.638
225.14,158.482
285.637,158.418
346.549,158.533
406.878,158.689
466.784,159.025
526.928,159.388
101.688,218.08
162.964,217.741
223.898,217.669
284.838,217.533
345.831,217.468
406.364,217.613
466.744,217.739
527.101,217.933
100.396,277.805
161.939,277.601
223.185,277.34
284.239,277.048
345.507,277.002
406.197,276.954
466.665,276.907
527.341,276.949
99.3196,338.208
161.081,337.808
222.359,337.462
283.541,337.2
345.135,336.934
406.083,336.911
466.87,336.771
527.717,336.703
98.3146,398.931
160.225,398.487
221.576,397.976
283.148,397.736
344.891,397.4
405.995,397.255
467.078,396.959
528.012,396.846
97.3784,460.115
159.39,459.673
221.07,459.176
282.74,458.738
344.525,458.456
405.899,458.044
467.114,457.673
528.362,457.396
96.5075,521.735
158.653,521.177
220.479,520.689
282.365,520.289
344.448,519.654
405.953,519.293
467.403,518.689
528.796,518.325
104.2,99.65
165.37,99.7125
225.955,99.7317
286.49,99.8502
347.056,100.246
407.123,100.518
466.93,100.932
526.773,101.353
102.943,158.73
164.192,158.638
224.941,158.411
285.679,158.423
346.498,158.544
406.87,158.772
466.814,158.971
526.949,159.351
101.591,218.038
162.854,217.847
223.868,217.655
284.773,217.464
345.806,217.438
406.364,217.591
466.615,217.73
527.048,217.881
100.349,277.837
161.884,277.514
223.05,277.282
284.109,277.057
345.452,277.005
406.12,276.924
466.627,276.935
527.322,276.966
99.2767,338.222
160.95,337.73
222.24,337.443
283.536,337.135
345.086,336.962
406.015,336.807
466.869,336.642
527.625,336.745
98.2347,398.932
160.096,398.496
221.583,398.058
283.122,397.669
344.845,397.405
405.912,397.2
466.981,396.966
528.016,396.77
97.2432,460.159
159.312,459.622
220.995,459.226
282.682,458.815
344.552,458.408
405.884,458.073
467.108,457.656
528.387,457.351
96.4555,521.675
158.606,521.121
220.453,520.615
282.339,520.212
344.386,519.679
405.93,519.285
467.333,518.752
528.8,518.316
104.23,99.7282
165.328,99.7169
225.928,99.7763
286.417,99.9222
346.998,100.257
407.084,100.484
466.831,100.901
526.771,101.268
102.976,158.684
164.209,158.606
224.983,158.402
285.638,158.454
346.526,158.515
406.748,158.741
466.75,158.996
526.897,159.295
101.628,218.081
162.871,217.77
223.819,217.685
284.745,217.487
345.728,217.435
406.362,217.501
466.588,217.745
526.981,217.89
100.33,277.862
161.874,277.536
223.049,277.281
284.093,277.087
345.354,276.994
406.061,276.93
466.565,276.913
527.239,276.927
99.2371,338.248
160.888,337.744
222.254,337.448
283.46,337.157
344.993,336.994
406.013,336.819
466.782,336.716
527.623,336.696
98.217,398.969
160.093,398.507
221.531,398.05
283.014,397.76
344.747,397.43
405.866,397.266
466.897,396.967
527.965,396.758
97.2748,460.172
159.265,459.688
221.012,459.217
282.694,458.716
344.516,458.444
405.808,458.005
467.08,457.661
528.297,457.365
96.4438,521.699
158.595,521.135
220.402,520.616
282.321,520.235
344.405,519.653
405.897,519.24
467.338,518.716
528.721,518.316
104.092,99.7439
165.302,99.7943
225.759,99.7473
286.34,99.8742
346.861,100.229
406.961,100.435
466.741,100.87
526.581,101.25
102.843,158.726
164.078,158.68
224.755,158.382
285.501,158.471
346.307,158.59
406.604,158.751
466.661,158.957
526.718,159.298
101.401,218.039
162.731,217.836
223.731,217.646
284.615,217.494
345.626,217.486
406.152,217.554
466.463,217.665
526.856,217.854
100.2,277.854
161.724,277.521
222.775,277.239
283.85,277.02
345.23,276.983
405.908,276.905
466.433,276.934
527.073,276.967
99.1238,338.29
160.778,337.74
221.984,337.454
283.393,337.17
344.849,336.905
405.816,336.77
466.655,336.629
527.468,336.628
98.1339,398.968
159.971,398.575
221.428,398.006
282.882,397.695
344.544,397.423
405.709,397.178
466.715,396.956
527.808,396.734
97.1237,460.084
159.156,459.63
220.87,459.264
282.516,458.722
344.36,458.41
405.678,457.995
466.942,457.679
528.209,457.333
96.2841,521.7
158.408,521.104
220.238,520.677
282.15,520.163
344.19,519.688
405.703,519.292
467.141,518.712
528.604,518.333
104.035,99.8221
165.245,99.8657
225.697,99.8539
286.256,99.9615
346.836,100.255
406.934,100.496
466.672,100.869
526.523,101.339
102.822,158.802
164.028,158.715
224.722,158.419
285.437,158.476
346.195,158.598
406.577,158.769
466.599,159.03
526.659,159.328
101.42,218.09
162.71,217.85
223.714,217.698
284.606,217.505
345.565,217.452
406.136,217.661
466.429,217.707
526.812,217.844
100.186,277.909
161.718,277.577
222.775,277.296
283.849,277.04
345.161,277.022
405.849,276.903
466.418,276.957
527.051,277.042
99.0891,338.342
160.751,337.801
221.984,337.468
283.344,337.244
344.788,336.949
405.812,336.791
466.574,336.671
527.441,336.636
98.1087,399.025
159.957,398.591
221.368,398.101
282.846,397.73
344.483,397.425
405.712,397.199
466.668,396.964
527.78,396.776
97.0952,460.166
159.144,459.684
220.83,459.23
282.447,458.814
344.32,458.453
405.638,458.022
466.865,457.643
528.133,457.389
96.2619,521.754
158.39,521.14
220.263,520.711
282.152,520.247
344.145,519.794
405.614,519.273
467.082,518.8
528.566,518.383
104.031,99.7621
165.245,99.7717
225.692,99.7492
286.29,99.9629
346.794,100.246
406.983,100.473
466.692,100.838
526.521,101.267
102.863,158.722
163.989,158.621
224.738,158.424
285.375,158.458
346.31,158.591
406.508,158.713
466.592,158.959
526.65,159.325
101.415,218.052
162.71,217.851
223.643,217.659
284.549,217.457
345.629,217.469
406.151,217.59
466.467,217.668
526.8,217.848
100.151,277.855
161.662,277.54
222.756,277.257
283.771,277.019
345.175,277.008
405.832,276.868
466.442,276.915
527.024,276.981
99.0864,338.261
160.703,337.785
221.951,337.447
283.341,337.138
344.774,336.942
405.756,336.802
466.591,336.651
527.438,336.653
98.0703,398.972
159.924,398.549
221.362,398.014
282.81,397.716
344.517,397.39
405.658,397.176
466.662,396.96
527.748,396.751
97.0918,460.135
159.1,459.57
220.76,459.199
282.456,458.717
344.308,458.41
405.643,457.995
466.887,457.661
528.103,457.385
96.2076,521.684
158.345,521.121
220.202,520.667
282.062,520.127
344.149,519.702
405.654,519.306
467.094,518.7
528.523,518.356
104.1,99.766
165.279,99.7963
225.82,99.7739
286.367,99.9307
346.938,100.284
407.069,100.492
466.818,100.944
526.633,101.35
102.874,158.684
164.051,158.665
224.816,158.42
285.594,158.483
346.415,158.641
406.689,158.834
466.722,159.034
526.802,159.388
101.468,218.064
162.732,217.835
223.773,217.725
284.663,217.486
345.686,217.475
406.264,217.658
466.548,217.722
526.898,217.908
100.193,277.857
161.794,277.58
222.898,277.289
283.992,277.106
345.32,277.018
406.006,276.949
466.533,276.98
527.142,277.034
99.1266,338.326
160.829,337.747
222.089,337.433
283.447,337.193
344.905,336.967
405.921,336.829
466.709,336.762
527.561,336.788
98.169,399.013
160.012,398.513
221.45,398.05
282.993,397.782
344.676,397.481
405.811,397.3
466.776,396.993
527.851,396.81
97.1147,460.124
159.233,459.67
220.922,459.252
282.549,458.771
344.39,458.449
405.771,458.071
467.026,457.721
528.289,457.428
96.2706,521.734
158.416,521.097
220.371,520.664
282.22,520.258
344.299,519.754
405.777,519.326
467.206,518.758
528.658,518.362
104.074,99.5683
165.304,99.6446
225.862,99.655
286.49,99.8566
347.075,100.296
407.128,100.545
466.872,101.061
526.75,101.495
102.861,158.517
164.064,158.487
224.873,158.321
285.605,158.398
346.507,158.587
406.791,158.853
466.711,159.148
526.901,159.489
101.441,217.902
162.796,217.709
223.788,217.637
284.778,217.489
345.761,217.456
406.308,217.641
466.64,217.816
526.992,217.962
100.166,277.743
161.788,277.484
222.931,277.203
284.135,277.12
345.395,277.019
406.088,276.931
466.643,276.951
527.267,277.08
99.1529,338.147
160.831,337.671
222.104,337.409
283.462,337.171
345.039,336.997
406.053,336.869
466.814,336.803
527.659,336.758
98.1066,398.883
160.015,398.454
221.491,397.996
283.027,397.725
344.737,397.416
405.95,397.301
466.892,397.016
527.969,396.867
97.1053,460.074
159.174,459.593
220.957,459.161
282.621,458.717
344.516,458.437
405.817,458.014
467.181,457.761
528.331,457.453
96.244,521.682
158.405,521.09
220.368,520.659
282.252,520.185
344.367,519.75
405.869,519.312
467.329,518.733
528.683,518.291
104.033,99.4477
165.339,99.6341
225.858,99.6499
286.453,99.9159
347.087,100.359
407.155,100.713
466.851,101.117
526.729,101.564
102.787,158.507
164.08,158.391
224.852,158.346
285.579,158.425
346.448,158.706
406.756,158.898
466.742,159.243
526.896,159.602
101.323,217.852
162.751,217.643
223.782,217.651
284.681,217.514
345.739,217.571
406.314,217.708
466.721,217.913
527.008,218.084
100.084,277.669
161.778,277.507
222.889,277.195
284.063,277.057
345.417,277.06
406.128,276.999
466.562,277.071
527.272,277.188
99.0964,338.048
160.8,337.686
222.118,337.349
283.468,337.217
345.037,337.015
406.069,336.932
466.719,336.869
527.649,336.871
98.0849,398.851
159.926,398.51
221.457,397.97
283.035,397.712
344.731,397.515
405.888,397.297
466.972,397.127
527.862,396.925
97.0815,460.039
159.171,459.568
220.893,459.165
282.64,458.761
344.514,458.462
405.832,458.09
467.154,457.789
528.322,457.483
96.2416,521.692
158.343,521.097
220.296,520.686
282.282,520.229
344.361,519.73
405.851,519.343
467.284,518.765
528.682,518.43
103.885,99.3395
165.125,99.5551
225.753,99.6901
286.373,99.9358
346.945,100.373
407.037,100.717
466.737,101.245
526.598,101.65
102.676,158.414
163.947,158.424
224.757,158.365
285.575,158.444
346.414,158.661
406.729,158.986
466.674,159.298
526.825,159.641
101.254,217.816
162.628,217.641
223.704,217.619
284.679,217.501
345.761,217.542
406.253,217.698
466.563,217.865
526.915,218.141
99.9939,277.672
161.595,277.453
222.819,277.218
283.977,277.086
345.38,277.058
406.085,277.014
466.517,277.077
527.203,277.214
98.9181,338.04
160.725,337.682
222.037,337.421
283.427,337.183
344.974,336.988
405.967,336.921
466.753,336.902
527.561,336.905
97.9808,398.903
159.866,398.473
221.436,398.001
282.979,397.764
344.673,397.425
405.91,397.346
466.894,397.214
527.943,396.939
96.9229,460.069
159.092,459.595
220.836,459.201
282.546,458.741
344.483,458.471
405.784,458.063
467.052,457.791
528.25,457.532
96.155,521.639
158.325,521.115
220.278,520.685
282.25,520.224
344.302,519.752
405.838,519.31
467.261,518.793
528.649,518.411
103.902,99.2312
165.281,99.4624
225.819,99.6325
286.438,99.8914
347.161,100.36
407.184,100.755
466.869,101.255
526.709,101.733
102.614,158.328
163.947,158.225
224.876,158.27
285.625,158.416
346.445,158.713
406.866,158.969
466.785,159.284
526.949,159.67
101.24,217.743
162.666,217.551
223.737,217.569
284.746,217.462
345.783,217.659
406.37,217.716
466.69,217.934
527.018,218.153
99.9847,277.583
161.668,277.409
222.871,277.19
284.063,277.068
345.415,277.063
406.148,277.088
466.587,277.127
527.235,277.24
98.9443,337.966
160.754,337.63
222.099,337.348
283.501,337.109
345.042,337.004
406.078,336.93
466.833,336.875
527.59,336.951
97.9434,398.791
159.941,398.446
221.428,397.984
283.009,397.717
344.791,397.487
405.919,397.323
467.025,397.151
528.01,396.969
96.9521,459.989
159.086,459.527
220.888,459.151
282.667,458.766
344.536,458.478
405.893,458.098
467.163,457.774
528.337,457.509
96.0978,521.697
158.344,521.023
220.307,520.607
282.276,520.237
344.425,519.739
405.89,519.301
467.339,518.81
528.639,518.478
103.86,99.0959
165.112,99.3742
225.865,99.5372
286.517,99.9054
347.251,100.36
407.187,100.786
466.951,101.375
526.721,101.882
102.652,158.245
163.994,158.135
224.963,158.187
285.693,158.403
346.544,158.698
406.897,159.004
466.799,159.342
526.953,159.834
101.145,217.65
162.682,217.53
223.781,217.526
284.803,217.466
345.843,217.567
406.477,217.773
466.76,218.036
527.104,218.32
99.9896,277.517
161.661,277.355
222.919,277.117
284.174,277.057
345.461,277.061
406.304,277.124
466.69,277.176
527.31,277.281
98.9054,337.897
160.758,337.597
222.118,337.317
283.557,337.161
345.113,337.035
406.187,336.959
466.908,336.917
527.696,336.967
97.9413,398.676
159.935,398.426
221.467,397.924
283.089,397.686
344.9,397.478
406.116,397.327
467.046,397.189
528.008,397.111
96.9291,459.973
159.128,459.552
220.941,459.135
282.753,458.712
344.602,458.439
406.057,458.092
467.255,457.831
528.417,457.605
96.0876,521.545
158.291,521.041
220.299,520.642
282.339,520.217
344.486,519.745
406.052,519.307
467.42,518.829
528.746,518.431
103.781,99.0303
165.013,99.2651
225.854,99.5473
286.468,99.9027
347.254,100.432
407.236,100.926
466.992,101.488
526.762,102.181
102.435,158.097
163.895,158.126
224.809,158.179
285.609,158.411
346.599,158.73
406.922,159.101
466.849,159.507
526.973,160.108
101.043,217.541
162.617,217.446
223.692,217.423
284.742,217.512
345.877,217.672
406.483,217.864
466.735,218.143
527.101,218.534
99.8612,277.452
161.529,277.295
222.877,277.096
284.133,277.091
345.487,277.073
406.272,277.189
466.71,277.251
527.308,277.503
98.6789,337.764
160.65,337.561
222.074,337.295
283.553,337.175
345.091,337.077
406.246,337.031
466.873,337.017
527.646,337.115
97.787,398.63
159.827,398.37
221.456,397.906
283.122,397.715
344.847,397.494
406.15,397.399
467.09,397.24
528.023,397.154
96.8074,459.947
159.011,459.49
220.863,459.146
282.675,458.67
344.603,458.474
406.061,458.227
467.25,457.849
528.427,457.654
95.9431,521.51
158.203,521.078
220.253,520.64
282.315,520.299
344.516,519.733
406.057,519.378
467.456,518.889
528.773,518.536
103.571,98.8796
164.94,99.1488
225.799,99.4379
286.405,99.8046
347.232,100.442
